Date,AMZN,BA,MSFT,BTC,Gold,30 T-Bond
1/8/2020," 1,891.97 ", 331.37 , 160.09 ," 8,067.61 "," 1,566.50 ", 2.35 
1/9/2020," 1,901.05 ", 336.34 , 162.09 ," 7,808.70 "," 1,560.60 ", 2.38 
1/10/2020," 1,883.16 ", 329.92 , 161.34 ," 8,087.45 "," 1,566.40 ", 2.28 
1/13/2020," 1,891.30 ", 330.22 , 163.28 ," 8,116.96 "," 1,557.00 ", 2.30 
1/14/2020," 1,869.44 ", 332.35 , 162.13 ," 8,735.14 "," 1,550.90 ", 2.27 
1/15/2020," 1,862.02 ", 329.80 , 163.18 ," 8,843.68 "," 1,560.10 ", 2.23 
1/16/2020," 1,877.94 ", 332.00 , 166.17 ," 8,711.64 "," 1,556.50 ", 2.26 
1/17/2020," 1,864.72 ", 324.15 , 167.10 ," 8,925.30 "," 1,566.50 ", 2.29 
1/21/2020," 1,892.00 ", 313.37 , 166.50 ," 8,708.79 "," 1,564.10 ", 2.23 
1/22/2020," 1,887.46 ", 309.00 , 165.70 ," 8,635.07 "," 1,562.90 ", 2.22 
1/23/2020," 1,884.58 ", 317.79 , 166.72 ," 8,384.09 "," 1,571.60 ", 2.18 
1/24/2020," 1,861.64 ", 323.05 , 165.04 ," 8,451.23 "," 1,578.20 ", 2.14 
1/27/2020," 1,828.34 ", 316.60 , 162.28 ," 8,881.96 "," 1,583.70 ", 2.05 
1/28/2020," 1,853.25 ", 316.56 , 165.46 ," 9,131.11 "," 1,575.80 ", 2.10 
1/29/2020," 1,858.00 ", 322.02 , 168.04 ," 9,320.98 "," 1,576.00 ", 2.05 
1/30/2020," 1,870.68 ", 323.30 , 172.78 ," 9,545.08 "," 1,589.20 ", 2.04 
1/31/2020," 2,008.72 ", 318.27 , 170.23 ," 9,388.88 "," 1,587.90 ", 1.99 
2/3/2020," 2,004.20 ", 316.00 , 174.38 ," 9,269.71 "," 1,582.40 ", 2.01 
2/4/2020," 2,049.67 ", 317.94 , 180.12 ," 9,177.89 "," 1,555.50 ", 2.08 
2/5/2020," 2,039.87 ", 329.55 , 179.90 ," 9,625.46 "," 1,562.80 ", 2.14 
2/6/2020," 2,050.23 ", 341.43 , 183.63 ," 9,681.38 "," 1,570.00 ", 2.11 
2/7/2020," 2,079.28 ", 336.75 , 183.89 ," 9,795.34 "," 1,573.40 ", 2.05 
2/10/2020," 2,133.91 ", 344.67 , 188.70 ," 9,838.90 "," 1,579.50 ", 2.03 
2/11/2020," 2,150.80 ", 344.42 , 184.44 ," 10,236.64 "," 1,570.10 ", 2.05 
2/12/2020," 2,160.00 ", 347.45 , 184.71 ," 10,364.93 "," 1,571.60 ", 2.09 
2/13/2020," 2,149.87 ", 342.82 , 183.71 ," 10,218.10 "," 1,578.80 ", 2.07 
2/14/2020," 2,134.87 ", 340.49 , 185.35 ," 10,367.53 "," 1,586.40 ", 2.04 
2/18/2020," 2,155.67 ", 338.88 , 187.23 ," 10,190.00 "," 1,603.60 ", 2.00 
2/19/2020," 2,170.22 ", 338.30 , 187.28 ," 9,701.04 "," 1,611.80 ", 2.01 
2/20/2020," 2,153.10 ", 336.28 , 184.42 ," 9,631.48 "," 1,620.50 ", 1.97 
2/21/2020," 2,095.97 ", 330.38 , 178.59 ," 9,670.86 "," 1,648.80 ", 1.90 
2/24/2020," 2,009.29 ", 317.90 , 170.89 ," 9,640.47 "," 1,676.60 ", 1.84 
2/25/2020," 1,972.74 ", 304.14 , 168.07 ," 9,392.87 "," 1,650.00 ", 1.80 
2/26/2020," 1,979.59 ", 305.59 , 170.17 ," 8,787.98 "," 1,643.10 ", 1.81 
2/27/2020," 1,884.30 ", 287.76 , 158.18 ," 8,785.00 "," 1,642.50 ", 1.79 
2/28/2020," 1,883.75 ", 275.11 , 162.01 ," 8,778.47 "," 1,566.70 ", 1.65 
3/2/2020," 1,953.95 ", 289.27 , 172.79 ," 8,923.04 "," 1,594.80 ", 1.66 
3/3/2020," 1,908.99 ", 280.62 , 164.51 ," 8,791.11 "," 1,644.40 ", 1.64 
3/4/2020," 1,975.83 ", 283.12 , 170.55 ," 8,756.96 "," 1,643.00 ", 1.67 
3/5/2020," 1,924.03 ", 260.37 , 166.27 ," 9,078.58 "," 1,668.00 ", 1.56 
3/6/2020," 1,901.09 ", 262.33 , 161.57 ," 9,126.64 "," 1,672.40 ", 1.25 
3/9/2020," 1,800.61 ", 227.17 , 150.62 ," 7,875.75 "," 1,675.70 ", 0.99 
3/10/2020," 1,891.82 ", 231.01 , 160.92 ," 7,959.23 "," 1,660.30 ", 1.28 
3/11/2020," 1,820.86 ", 189.08 , 153.63 ," 7,955.31 "," 1,642.30 ", 1.30 
3/12/2020," 1,676.61 ", 154.84 , 139.06 ," 5,800.21 "," 1,590.30 ", 1.49 
3/13/2020," 1,785.00 ", 170.20 , 158.83 ," 5,672.68 "," 1,516.70 ", 1.56 
3/16/2020," 1,689.15 ", 129.61 , 135.42 ," 4,944.70 "," 1,486.50 ", 1.34 
3/17/2020," 1,807.84 ", 124.14 , 146.57 ," 5,465.58 "," 1,525.80 ", 1.63 
3/18/2020," 1,830.00 ", 101.89 , 140.40 ," 5,363.82 "," 1,477.90 ", 1.77 
3/19/2020," 1,880.93 ", 97.71 , 142.71 ," 6,301.06 "," 1,479.30 ", 1.78 
3/20/2020," 1,846.09 ", 95.01 , 137.35 ," 6,185.28 "," 1,484.60 ", 1.55 
3/23/2020," 1,902.83 ", 105.62 , 135.98 ," 6,455.45 "," 1,567.60 ", 1.33 
3/24/2020," 1,940.10 ", 127.68 , 148.34 ," 6,784.32 "," 1,660.80 ", 1.39 
3/25/2020," 1,885.84 ", 158.73 , 146.92 ," 6,706.99 "," 1,633.40 ", 1.45 
3/26/2020," 1,955.49 ", 180.55 , 156.11 ," 6,721.50 "," 1,651.20 ", 1.42 
3/27/2020," 1,900.10 ", 162.00 , 149.70 ," 6,682.78 "," 1,625.00 ", 1.29 
3/30/2020," 1,963.95 ", 152.28 , 160.23 ," 6,483.74 "," 1,643.50 ", 1.31 
3/31/2020," 1,949.72 ", 149.14 , 157.71 ," 6,446.42 "," 1,596.60 ", 1.35 
4/1/2020," 1,907.70 ", 130.70 , 152.11 ," 6,537.34 "," 1,591.70 ", 1.27 
4/2/2020," 1,918.83 ", 123.27 , 155.26 ," 6,850.56 "," 1,637.70 ", 1.26 
4/3/2020," 1,906.59 ", 124.52 , 153.83 ," 6,776.37 "," 1,645.50 ", 1.24 
4/6/2020," 1,997.59 ", 148.77 , 165.27 ," 7,278.24 "," 1,692.20 ", 1.27 
4/7/2020," 2,011.60 ", 141.58 , 163.49 ," 7,175.67 "," 1,682.80 ", 1.32 
4/8/2020," 2,043.00 ", 146.87 , 165.13 ," 7,367.29 "," 1,683.80 ", 1.37 
4/9/2020," 2,042.76 ", 151.84 , 165.14 ," 7,321.82 "," 1,752.10 ", 1.35 
4/13/2020," 2,168.87 ", 147.33 , 165.51 ," 6,889.86 "," 1,760.90 ", 1.39 
4/14/2020," 2,283.32 ", 141.00 , 173.70 ," 6,887.55 "," 1,769.40 ", 1.41 
4/15/2020," 2,307.68 ", 145.98 , 171.88 ," 6,718.80 "," 1,741.20 ", 1.27 
4/16/2020," 2,408.19 ", 134.24 , 177.04 ," 7,166.58 "," 1,733.20 ", 1.21 
4/17/2020," 2,375.00 ", 154.00 , 178.60 ," 7,065.08 "," 1,700.10 ", 1.27 
4/20/2020," 2,393.61 ", 143.61 , 175.06 ," 6,856.15 "," 1,712.60 ", 1.23 
4/21/2020," 2,328.12 ", 136.33 , 167.82 ," 6,904.48 "," 1,689.80 ", 1.17 
4/22/2020," 2,363.49 ", 134.97 , 173.52 ," 7,118.39 "," 1,741.40 ", 1.22 
4/23/2020," 2,399.45 ", 137.74 , 171.42 ," 7,562.03 "," 1,748.80 ", 1.18 
4/24/2020," 2,410.22 ", 128.98 , 174.55 ," 7,497.86 "," 1,739.70 ", 1.17 
4/27/2020," 2,376.00 ", 128.68 , 174.05 ," 7,776.51 "," 1,728.70 ", 1.25 
4/28/2020," 2,314.08 ", 131.30 , 169.81 ," 7,761.76 "," 1,727.80 ", 1.20 
4/29/2020," 2,372.71 ", 139.00 , 177.43 ," 8,773.11 "," 1,719.20 ", 1.24 
4/30/2020," 2,474.00 ", 141.02 , 179.21 ," 8,767.67 "," 1,701.00 ", 1.28 
5/1/2020," 2,286.04 ", 133.37 , 174.57 ," 8,853.77 "," 1,707.20 ", 1.27 
5/4/2020," 2,315.99 ", 131.46 , 178.84 ," 8,887.51 "," 1,720.30 ", 1.29 
5/5/2020," 2,317.80 ", 125.40 , 180.76 ," 8,978.28 "," 1,718.90 ", 1.32 
5/6/2020," 2,351.26 ", 121.86 , 182.54 ," 9,371.68 "," 1,696.50 ", 1.41 
5/7/2020," 2,367.61 ", 128.65 , 183.60 ," 9,900.68 "," 1,735.70 ", 1.31 
5/8/2020," 2,379.61 ", 133.44 , 184.68 ," 9,917.25 "," 1,726.60 ", 1.39 
5/11/2020," 2,409.00 ", 128.91 , 186.74 ," 8,608.13 "," 1,711.30 ", 1.43 
5/12/2020," 2,356.95 ", 125.22 , 182.51 ," 8,815.23 "," 1,717.30 ", 1.38 
5/13/2020," 2,367.92 ", 121.50 , 179.75 ," 9,330.99 "," 1,726.90 ", 1.35 
5/14/2020," 2,388.85 ", 122.52 , 180.53 ," 9,757.30 "," 1,752.10 ", 1.30 
5/15/2020," 2,409.78 ", 120.00 , 183.16 ," 9,362.64 "," 1,768.00 ", 1.32 
5/18/2020," 2,426.26 ", 135.44 , 184.91 ," 9,723.68 "," 1,746.70 ", 1.44 
5/19/2020," 2,449.33 ", 130.44 , 183.63 ," 9,719.48 "," 1,757.90 ", 1.43 
5/20/2020," 2,497.94 ", 133.32 , 185.66 ," 9,540.89 "," 1,765.60 ", 1.40 
5/21/2020," 2,446.74 ", 139.00 , 183.43 ," 9,141.15 "," 1,736.90 ", 1.40 
5/22/2020," 2,436.88 ", 137.53 , 183.51 ," 9,192.85 "," 1,753.50 ", 1.37 
5/26/2020," 2,421.86 ", 144.73 , 181.57 ," 8,835.73 "," 1,728.20 ", 1.43 
5/27/2020," 2,410.39 ", 149.52 , 181.81 ," 9,112.98 "," 1,726.80 ", 1.44 
5/28/2020," 2,401.10 ", 149.82 , 181.40 ," 9,507.52 "," 1,728.30 ", 1.47 
5/29/2020," 2,442.37 ", 145.85 , 183.25 ," 9,425.28 "," 1,751.70 ", 1.41 
6/1/2020," 2,471.04 ", 151.39 , 182.83 ," 10,268.58 "," 1,750.30 ", 1.46 
6/2/2020," 2,472.41 ", 153.31 , 184.91 ," 9,516.14 "," 1,734.00 ", 1.48 
6/3/2020," 2,478.40 ", 173.16 , 185.36 ," 9,667.06 "," 1,704.80 ", 1.56 
6/4/2020," 2,460.60 ", 184.30 , 182.92 ," 9,811.37 "," 1,727.40 ", 1.61 
6/5/2020," 2,483.00 ", 205.43 , 187.20 ," 9,659.66 "," 1,683.00 ", 1.68 
6/8/2020," 2,524.06 ", 230.50 , 188.36 ," 9,791.93 "," 1,705.10 ", 1.65 
6/9/2020," 2,600.86 ", 216.74 , 189.80 ," 9,786.14 "," 1,721.90 ", 1.59 
6/10/2020," 2,647.45 ", 203.41 , 196.84 ," 9,874.97 "," 1,720.70 ", 1.53 
6/11/2020," 2,557.96 ", 170.00 , 186.27 ," 9,260.83 "," 1,739.80 ", 1.41 
6/12/2020," 2,545.02 ", 189.51 , 187.74 ," 9,464.23 "," 1,737.30 ", 1.45 
6/15/2020," 2,572.68 ", 190.94 , 188.94 ," 9,441.77 "," 1,727.20 ", 1.45 
6/16/2020," 2,615.27 ", 197.77 , 193.57 ," 9,510.66 "," 1,736.50 ", 1.54 
6/17/2020," 2,640.98 ", 192.54 , 194.24 ," 9,457.63 "," 1,735.60 ", 1.52 
6/18/2020," 2,653.98 ", 192.29 , 196.32 ," 9,398.64 "," 1,731.10 ", 1.47 
6/19/2020," 2,675.01 ", 187.02 , 195.15 ," 9,279.76 "," 1,753.00 ", 1.47 
6/22/2020," 2,713.82 ", 188.52 , 200.57 ," 9,680.95 "," 1,766.40 ", 1.46 
6/23/2020," 2,764.41 ", 187.88 , 201.91 ," 9,609.68 "," 1,782.00 ", 1.49 
6/24/2020," 2,734.40 ", 176.69 , 197.84 ," 9,311.14 "," 1,775.10 ", 1.44 
6/25/2020," 2,754.58 ", 174.88 , 200.34 ," 9,252.63 "," 1,770.60 ", 1.43 
6/26/2020," 2,692.87 ", 170.01 , 196.33 ," 9,171.73 "," 1,780.30 ", 1.37 
6/29/2020," 2,680.38 ", 194.49 , 198.44 ," 9,188.06 "," 1,781.20 ", 1.39 
6/30/2020," 2,758.82 ", 183.30 , 203.51 ," 9,148.44 "," 1,800.50 ", 1.41 
7/1/2020," 2,878.70 ", 180.32 , 204.70 ," 9,236.32 "," 1,779.90 ", 1.43 
7/2/2020," 2,890.30 ", 180.81 , 206.26 ," 9,097.80 "," 1,790.00 ", 1.43 
7/6/2020," 3,057.04 ", 187.91 , 210.70 ," 9,278.81 "," 1,793.50 ", 1.45 
7/7/2020," 3,000.12 ", 178.88 , 208.25 ," 9,244.42 "," 1,809.90 ", 1.38 
7/8/2020," 3,081.11 ", 180.08 , 212.83 ," 9,471.76 "," 1,820.60 ", 1.39 
7/9/2020," 3,182.63 ", 173.28 , 214.32 ," 9,236.14 "," 1,803.80 ", 1.32 
7/10/2020," 3,200.00 ", 178.44 , 213.67 ," 9,243.18 "," 1,801.90 ", 1.33 
7/13/2020," 3,104.00 ", 175.65 , 207.07 ," 9,238.99 "," 1,814.10 ", 1.33 
7/14/2020," 3,084.00 ", 179.96 , 208.35 ," 9,260.47 "," 1,813.40 ", 1.30 
7/15/2020," 3,008.87 ", 187.94 , 208.04 ," 9,211.03 "," 1,813.80 ", 1.33 
7/16/2020," 2,999.90 ", 178.70 , 203.92 ," 9,133.78 "," 1,800.30 ", 1.31 
7/17/2020," 2,961.97 ", 175.66 , 202.88 ," 9,160.41 "," 1,810.00 ", 1.33 
7/20/2020," 3,196.84 ", 174.42 , 211.60 ," 9,172.59 "," 1,817.40 ", 1.32 
7/21/2020," 3,138.29 ", 178.63 , 208.75 ," 9,395.06 "," 1,843.90 ", 1.31 
7/22/2020," 3,099.91 ", 179.79 , 211.75 ," 9,530.79 "," 1,865.10 ", 1.29 
7/23/2020," 2,986.55 ", 176.45 , 202.54 ," 9,617.38 "," 1,890.00 ", 1.24 
7/24/2020," 3,008.91 ", 173.76 , 201.30 ," 9,568.97 "," 1,897.50 ", 1.23 
7/27/2020," 3,055.21 ", 170.21 , 203.85 ," 11,187.78 "," 1,931.00 ", 1.25 
7/28/2020," 3,000.33 ", 170.84 , 202.02 ," 10,939.67 "," 1,944.60 ", 1.22 
7/29/2020," 3,033.53 ", 166.01 , 204.06 ," 11,284.46 "," 1,953.40 ", 1.24 
7/30/2020," 3,051.88 ", 161.95 , 203.90 ," 11,118.92 "," 1,955.20 ", 1.20 
7/31/2020," 3,164.68 ", 158.00 , 205.01 ," 11,373.32 "," 1,973.90 ", 1.20 
8/3/2020," 3,111.89 ", 162.27 , 216.54 ," 11,261.81 "," 1,974.70 ", 1.23 
8/4/2020," 3,138.83 ", 165.07 , 213.29 ," 11,228.03 "," 2,008.50 ", 1.19 
8/5/2020," 3,205.03 ", 174.28 , 212.94 ," 11,653.41 "," 2,037.10 ", 1.22 
8/6/2020," 3,225.00 ", 172.20 , 216.35 ," 11,796.82 "," 2,058.40 ", 1.20 
8/7/2020," 3,167.46 ", 170.02 , 212.48 ," 11,639.94 "," 2,018.00 ", 1.23 
8/10/2020," 3,148.16 ", 179.41 , 208.25 ," 11,832.23 "," 2,030.30 ", 1.25 
8/11/2020," 3,080.67 ", 180.13 , 203.38 ," 11,340.58 "," 1,938.90 ", 1.32 
8/12/2020," 3,162.24 ", 175.44 , 209.19 ," 11,549.55 "," 1,940.50 ", 1.37 
8/13/2020," 3,161.02 ", 174.73 , 208.70 ," 11,752.17 "," 1,961.90 ", 1.42 
8/14/2020," 3,148.02 ", 178.08 , 208.90 ," 11,783.28 "," 1,942.30 ", 1.45 
8/17/2020," 3,182.41 ", 172.01 , 210.28 ," 12,399.11 "," 1,989.90 ", 1.43 
8/18/2020," 3,312.49 ", 170.23 , 211.49 ," 12,071.74 "," 2,004.80 ", 1.40 
8/19/2020," 3,260.48 ", 169.27 , 209.70 ," 11,749.83 "," 1,963.50 ", 1.42 
8/20/2020," 3,297.37 ", 169.58 , 214.58 ," 11,833.90 "," 1,938.30 ", 1.38 
8/21/2020," 3,284.72 ", 167.50 , 213.02 ," 11,583.14 "," 1,938.30 ", 1.35 
8/24/2020," 3,307.46 ", 178.27 , 213.69 ," 11,744.01 "," 1,931.50 ", 1.35 
8/25/2020," 3,346.49 ", 174.73 , 216.47 ," 11,378.73 "," 1,915.60 ", 1.39 
8/26/2020," 3,441.85 ", 171.90 , 221.15 ," 11,458.82 "," 1,944.10 ", 1.41 
8/27/2020," 3,400.00 ", 174.20 , 226.58 ," 11,302.12 "," 1,925.00 ", 1.50 
8/28/2020," 3,401.80 ", 175.80 , 228.91 ," 11,482.23 "," 1,966.80 ", 1.52 
8/31/2020," 3,450.96 ", 171.82 , 225.53 ," 11,678.37 "," 1,970.50 ", 1.49 
9/1/2020," 3,499.12 ", 172.10 , 227.27 ," 11,964.21 "," 1,970.80 ", 1.43 
9/2/2020," 3,531.45 ", 174.78 , 231.65 ," 11,427.70 "," 1,936.90 ", 1.38 
9/3/2020," 3,368.00 ", 168.77 , 217.30 ," 10,712.92 "," 1,930.20 ", 1.34 
9/4/2020," 3,294.62 ", 171.05 , 214.25 ," 10,563.90 "," 1,926.20 ", 1.46 
9/8/2020," 3,149.84 ", 161.08 , 202.66 ," 10,043.20 "," 1,935.10 ", 1.43 
9/9/2020," 3,268.61 ", 160.78 , 211.29 ," 10,268.46 "," 1,946.80 ", 1.45 
9/10/2020," 3,175.11 ", 157.69 , 205.37 ," 10,341.02 "," 1,956.00 ", 1.43 
9/11/2020," 3,116.22 ", 160.23 , 204.03 ," 10,380.54 "," 1,939.50 ", 1.42 
9/14/2020," 3,102.97 ", 165.35 , 205.41 ," 10,680.30 "," 1,954.70 ", 1.42 
9/15/2020," 3,156.13 ", 163.49 , 208.78 ," 10,829.51 "," 1,958.00 ", 1.43 
9/16/2020," 3,078.10 ", 167.46 , 205.05 ," 11,033.38 "," 1,962.00 ", 1.45 
9/17/2020," 3,008.73 ", 167.53 , 202.91 ," 10,937.11 "," 1,941.30 ", 1.43 
9/18/2020," 2,954.91 ", 161.14 , 200.39 ," 10,933.93 "," 1,953.20 ", 1.45 
9/21/2020," 2,960.47 ", 156.35 , 202.54 ," 10,526.20 "," 1,902.10 ", 1.43 
9/22/2020," 3,128.99 ", 156.80 , 207.42 ," 10,531.16 "," 1,899.30 ", 1.42 
9/23/2020," 2,999.86 ", 151.18 , 200.59 ," 10,260.03 "," 1,860.50 ", 1.42 
9/24/2020," 3,019.79 ", 146.05 , 203.19 ," 10,672.96 "," 1,868.90 ", 1.40 
9/25/2020," 3,095.13 ", 156.03 , 207.82 ," 10,729.07 "," 1,857.80 ", 1.40 
9/28/2020," 3,174.05 ", 166.08 , 209.44 ," 10,863.07 "," 1,872.80 ", 1.42 
9/29/2020," 3,144.88 ", 163.60 , 207.26 ," 10,764.28 "," 1,894.30 ", 1.41 
9/30/2020," 3,148.73 ", 165.26 , 210.33 ," 10,741.58 "," 1,887.50 ", 1.46 
10/1/2020," 3,221.26 ", 167.86 , 212.46 ," 10,626.60 "," 1,908.40 ", 1.45 
10/2/2020," 3,125.00 ", 168.08 , 206.19 ," 10,567.33 "," 1,900.20 ", 1.48 
10/5/2020," 3,199.20 ", 171.20 , 210.38 ," 10,756.40 "," 1,912.50 ", 1.57 
10/6/2020," 3,099.96 ", 159.54 , 205.91 ," 10,589.63 "," 1,901.10 ", 1.56 
10/7/2020," 3,195.69 ", 164.61 , 209.83 ," 10,645.75 "," 1,883.60 ", 1.60 
10/8/2020," 3,190.55 ", 168.00 , 210.58 ," 10,897.60 "," 1,888.60 ", 1.57 
10/9/2020," 3,286.65 ", 167.33 , 215.81 ," 11,052.40 "," 1,919.50 ", 1.58 
10/12/2020," 3,442.93 ", 167.35 , 221.40 ," 11,666.21 "," 1,922.50 ", 1.58 
10/13/2020," 3,443.63 ", 162.14 , 222.86 ," 11,443.73 "," 1,888.50 ", 1.52 
10/14/2020," 3,363.71 ", 163.24 , 220.86 ," 11,395.55 "," 1,901.30 ", 1.50 
10/15/2020," 3,338.65 ", 164.24 , 219.66 ," 11,504.55 "," 1,903.20 ", 1.52 
10/16/2020," 3,272.71 ", 167.35 , 219.66 ," 11,355.16 "," 1,900.80 ", 1.52 
10/19/2020," 3,207.21 ", 167.11 , 214.22 ," 11,776.59 "," 1,907.70 ", 1.55 
10/20/2020," 3,217.01 ", 167.24 , 214.65 ," 11,936.36 "," 1,911.60 ", 1.60 
10/21/2020," 3,184.94 ", 163.86 , 214.80 ," 13,102.93 "," 1,925.70 ", 1.62 
10/22/2020," 3,176.40 ", 169.07 , 214.89 ," 13,140.67 "," 1,901.60 ", 1.67 
10/23/2020," 3,204.40 ", 167.36 , 216.23 ," 12,933.82 "," 1,902.30 ", 1.64 
10/26/2020," 3,207.04 ", 160.83 , 210.08 ," 13,033.52 "," 1,903.10 ", 1.59 
10/27/2020," 3,286.33 ", 155.24 , 213.25 ," 13,721.28 "," 1,909.20 ", 1.57 
10/28/2020," 3,162.78 ", 148.14 , 202.68 ," 13,282.26 "," 1,876.50 ", 1.56 
10/29/2020," 3,211.01 ", 148.29 , 204.72 ," 13,467.73 "," 1,865.60 ", 1.62 
10/30/2020," 3,036.15 ", 144.39 , 202.47 ," 13,573.71 "," 1,877.40 ", 1.65 
11/2/2020," 3,004.48 ", 148.60 , 202.33 ," 13,633.70 "," 1,890.40 ", 1.63 
11/3/2020," 3,048.41 ", 153.65 , 206.43 ," 13,832.94 "," 1,908.50 ", 1.66 
11/4/2020," 3,241.16 ", 151.63 , 216.39 ," 14,163.98 "," 1,894.60 ", 1.55 
11/5/2020," 3,322.00 ", 157.09 , 223.29 ," 15,424.53 "," 1,945.30 ", 1.54 
11/6/2020," 3,311.37 ", 157.74 , 223.72 ," 15,540.60 "," 1,951.70 ", 1.60 
11/9/2020," 3,143.74 ", 179.36 , 218.39 ," 15,283.78 "," 1,854.40 ", 1.73 
11/10/2020," 3,035.02 ", 188.69 , 211.01 ," 15,374.04 "," 1,876.40 ", 1.75 
11/11/2020," 3,137.39 ", 182.15 , 216.55 ," 15,820.50 "," 1,861.60 ", 1.75 
11/12/2020," 3,110.28 ", 176.72 , 215.44 ," 16,253.31 "," 1,873.30 ", 1.64 
11/13/2020," 3,128.81 ", 187.11 , 216.51 ," 16,347.04 "," 1,886.20 ", 1.65 
11/16/2020," 3,131.06 ", 202.40 , 217.23 ," 16,752.00 "," 1,887.80 ", 1.66 
11/17/2020," 3,135.66 ", 210.05 , 214.46 ," 17,593.49 "," 1,885.10 ", 1.62 
11/18/2020," 3,105.46 ", 203.30 , 211.08 ," 17,834.64 "," 1,873.90 ", 1.62 
11/19/2020," 3,117.02 ", 205.67 , 212.42 ," 17,954.86 "," 1,861.50 ", 1.58 
11/20/2020," 3,099.40 ", 199.62 , 210.39 ," 18,612.87 "," 1,872.40 ", 1.53 
11/23/2020," 3,098.39 ", 211.53 , 210.11 ," 18,469.20 "," 1,837.80 ", 1.56 
11/24/2020," 3,118.06 ", 218.49 , 213.86 ," 19,045.74 "," 1,804.60 ", 1.60 
11/25/2020," 3,185.07 ", 217.61 , 213.87 ," 18,746.93 "," 1,811.20 ", 1.62 
11/27/2020," 3,195.34 ", 216.50 , 215.23 ," 17,023.96 "," 1,788.10 ", 1.57 
11/30/2020," 3,168.04 ", 210.71 , 214.07 ," 19,382.36 "," 1,780.90 ", 1.58 
12/1/2020," 3,220.08 ", 213.01 , 216.21 ," 18,980.98 "," 1,818.90 ", 1.66 
12/2/2020," 3,203.53 ", 223.85 , 215.37 ," 19,184.90 "," 1,830.20 ", 1.70 
12/3/2020," 3,186.73 ", 237.20 , 214.24 ," 19,464.53 "," 1,841.10 ", 1.67 
12/4/2020," 3,162.58 ", 232.71 , 214.36 ," 18,813.12 "," 1,840.00 ", 1.73 
12/7/2020," 3,158.00 ", 238.17 , 214.29 ," 19,107.60 "," 1,866.00 ", 1.69 
12/8/2020," 3,177.29 ", 236.57 , 216.01 ," 18,682.46 "," 1,874.90 ", 1.67 
12/9/2020," 3,104.20 ", 232.06 , 211.80 ," 18,543.01 "," 1,838.50 ", 1.69 
12/10/2020," 3,101.49 ", 234.43 , 210.52 ," 18,359.48 "," 1,837.40 ", 1.65 
12/11/2020," 3,116.42 ", 230.33 , 213.26 ," 18,137.32 "," 1,843.60 ", 1.63 
12/14/2020," 3,156.97 ", 228.62 , 214.20 ," 19,251.22 "," 1,832.10 ", 1.63 
12/15/2020," 3,165.12 ", 229.50 , 214.13 ," 19,443.48 "," 1,855.30 ", 1.65 
12/16/2020," 3,240.96 ", 225.87 , 219.28 ," 21,310.66 "," 1,859.10 ", 1.66 
12/17/2020," 3,236.08 ", 221.24 , 219.42 ," 22,895.98 "," 1,890.40 ", 1.68 
12/18/2020," 3,201.65 ", 219.75 , 218.59 ," 23,008.78 "," 1,888.90 ", 1.70 
12/21/2020," 3,206.18 ", 219.31 , 222.59 ," 23,177.27 "," 1,882.80 ", 1.68 
12/22/2020," 3,206.52 ", 218.78 , 223.94 ," 23,433.98 "," 1,870.30 ", 1.65 
12/23/2020," 3,185.27 ", 219.69 , 221.02 ," 23,224.45 "," 1,878.10 ", 1.70 
12/24/2020," 3,172.69 ", 217.15 , 222.75 ," 23,623.89 "," 1,883.20 ", 1.66 
12/28/2020," 3,283.96 ", 216.09 , 224.96 ," 26,718.03 "," 1,880.40 ", 1.67 
12/29/2020," 3,322.00 ", 216.25 , 224.15 ," 26,975.73 "," 1,882.90 ", 1.67 
12/30/2020," 3,285.85 ", 216.67 , 221.68 ," 28,768.84 "," 1,893.40 ", 1.66 
12/31/2020," 3,256.93 ", 214.06 , 222.42 ," 29,111.52 "," 1,895.10 ", 1.65 
1/4/2021," 3,186.63 ", 202.72 , 217.69 ," 31,431.61 "," 1,946.60 ", 1.66 
1/5/2021," 3,218.51 ", 211.63 , 217.90 ," 34,433.61 "," 1,954.40 ", 1.70 
1/6/2021," 3,138.38 ", 211.03 , 212.25 ," 36,275.76 "," 1,908.60 ", 1.81 
1/7/2021," 3,162.16 ", 212.71 , 218.29 ," 39,713.51 "," 1,913.60 ", 1.85 
1/8/2021," 3,182.70 ", 209.90 , 219.62 ," 40,519.45 "," 1,835.40 ", 1.87 
1/11/2021," 3,114.21 ", 206.79 , 217.49 ," 34,409.64 "," 1,850.80 ", 1.88 
1/12/2021," 3,120.83 ", 208.41 , 214.93 ," 34,214.61 "," 1,844.20 ", 1.88 
1/13/2021," 3,165.89 ", 207.21 , 216.34 ," 37,017.01 "," 1,854.90 ", 1.82 
1/14/2021," 3,127.47 ", 209.91 , 213.02 ," 38,435.86 "," 1,851.40 ", 1.88 
1/15/2021," 3,104.25 ", 204.32 , 212.65 ," 36,751.58 "," 1,829.90 ", 1.85 
1/19/2021," 3,120.76 ", 210.71 , 216.44 ," 36,577.52 "," 1,840.20 ", 1.84 
1/20/2021," 3,263.38 ", 211.45 , 224.34 ," 35,004.53 "," 1,866.50 ", 1.84 
1/21/2021," 3,306.99 ", 207.41 , 224.97 ," 30,606.18 "," 1,865.90 ", 1.87 
1/22/2021," 3,292.23 ", 205.84 , 225.95 ," 33,368.37 "," 1,856.20 ", 1.85 
