Date,Region,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
2018-10-31,SeaTac,387,28,18,49,35,3,2
2018-10-31,Mercer Island,1419,24,25,68,23,4,6
2018-10-31,Tacoma,305,456,358,657,25,3,5
2018-10-31,Auburn,394,136,92,261,28,8,5
2018-10-31,Burien,418,49,57,102,31,8,22
2018-10-31,Kenmore,662,26,16,60,33,-1,25
2018-10-31,Mountlake Terrace,432,27,24,37,10,-1,3
2018-10-31,Snoqualmie,699,24,16,27,51,33,41
2018-10-31,Woodinville,815,41,34,104,22,3,5
2018-10-31,Brier,570,7,7,19,34,9,20
2018-10-31,North Bend,638,25,16,59,24,-3,16
2018-10-31,Des Moines,371,38,21,83,65,44,39
2018-10-31,Lynnwood,450,105,83,212,31,8,13
2018-10-31,Redmond,848,101,55,162,18,3,11
2018-10-31,Puyallup,350,215,147,354,35,11,14
2018-10-31,Mill Creek,590,28,21,47,28,9,10
2018-10-31,Marysville,373,105,78,140,21,-6,4
2018-11-30,North Bend,635,27,11,49,34,10,25
2018-11-30,Tukwila,370,24,11,38,61,33,40
2018-11-30,Mukilteo,550,22,8,47,39,7,11
2018-11-30,Bothell,655,157,93,270,54,22,44
2018-11-30,Snoqualmie,726,29,7,18,45,-6,37
2018-11-30,SeaTac,380,29,3,26,57,22,36
2018-11-30,Edmonds,555,66,20,94,43,14,27
2018-11-30,Tacoma,303,363,216,513,21,-4,-6
2018-11-30,Seattle,540,3085,1299,5513,40,12,25
2018-11-30,Lakewood,287,63,36,112,39,11,-1
2018-11-30,Marysville,375,99,45,103,32,11,12
2018-11-30,Burien,402,61,19,75,35,4,23
2018-11-30,Mountlake Terrace,423,28,11,25,27,17,19
2018-11-30,Kent,409,134,44,223,32,-1,13
2018-11-30,Lake Forest Park,660,18,8,24,27,10,19
2018-11-30,Redmond,940,95,34,131,41,23,33
2018-11-30,DuPont,265,9,10,10,8,-2,-6
2018-11-30,Issaquah,763,77,24,152,39,3,29
2018-11-30,Bellevue,864,116,77,266,41,12,27
2018-11-30,Des Moines,417,42,19,65,49,-16,32
2018-11-30,Everett,390,163,79,236,40,16,20
2018-11-30,Auburn,378,95,46,187,47,19,21
2018-11-30,Renton,475,133,51,258,45,16,32
2018-11-30,Mill Creek,600,28,14,42,24,-4,16
2018-11-30,Bainbridge Island,968,28,12,57,38,0,8
2018-11-30,Seattle,665,668,267,1281,37,12,27
2018-11-30,Shoreline,540,43,26,88,40,16,32
2018-11-30,Sammamish,925,91,15,139,40,0,26
2018-11-30,Lynnwood,488,98,41,160,37,6,24
2018-11-30,Newcastle,845,12,5,31,83,57,71
2018-11-30,Brier,500,7,3,18,12,-22,8
2018-11-30,Kenmore,620,19,8,43,82,49,43
2018-11-30,Olympia,340,150,99,287,35,7,10
2018-11-30,Woodinville,914,40,17,80,37,15,27
2018-11-30,Puyallup,358,191,126,317,46,11,13
2018-11-30,Mercer Island,2200,21,15,63,29,6,-7
2018-11-30,Federal Way,361,95,51,155,46,13,15
2018-11-30,Kirkland,775,111,38,202,33,11,25
2018-12-31,Puyallup,345,137,206,316,30,-16,6
2018-12-31,Edmonds,492,48,51,71,55,12,45
2018-12-31,Snoqualmie,741,18,18,24,19,-26,11
2018-12-31,Everett,380,126,183,216,35,-5,15
2018-12-31,Newcastle,705,8,13,34,16,-67,5
2018-12-31,Kent,430,93,139,212,44,12,19
2018-12-31,Bainbridge Island,780,21,30,57,72,34,27
2018-12-31,Lake Forest Park,714,7,12,19,77,50,42
2018-12-31,Mill Creek,515,14,21,25,65,41,54
2018-12-31,Issaquah,769,53,83,147,54,15,38
2018-12-31,Burien,408,32,30,70,63,28,43
2018-12-31,Sammamish,978,63,81,137,65,25,54
2018-12-31,Seattle,520,2295,3191,5196,48,8,32
2018-12-31,Brier,515,5,6,11,61,49,57
2018-12-31,Tacoma,300,309,382,462,28,7,4
2018-12-31,Kenmore,660,21,28,42,66,-16,46
2018-12-31,Mercer Island,1610,22,34,69,59,30,20
2018-12-31,Tukwila,417,12,13,25,18,-43,-5
2018-12-31,Woodinville,670,31,53,71,57,20,22
2018-12-31,Federal Way,370,63,90,133,31,-15,14
2018-12-31,Kirkland,761,83,112,168,49,16,39
2018-12-31,Mukilteo,568,10,18,48,68,29,21
2018-12-31,Bellevue,885,89,149,277,38,-3,27
2018-12-31,Shoreline,585,53,61,92,46,6,29
2018-12-31,Lynnwood,460,79,121,151,39,2,31
2018-12-31,Auburn,384,112,86,161,43,-4,11
2018-12-31,Seattle,630,522,784,1245,47,10,35
2018-12-31,Lakewood,300,58,47,93,45,6,5
2018-12-31,Olympia,319,137,120,235,35,0,10
2018-12-31,Des Moines,400,31,30,67,37,-12,7
2018-12-31,Bothell,665,94,171,270,50,-4,42
2018-12-31,SeaTac,390,16,19,27,54,-3,47
2018-12-31,DuPont,322,13,20,12,39,31,29
2018-12-31,Mountlake Terrace,379,17,19,21,24,-3,12
2018-12-31,North Bend,603,20,24,49,44,10,21
2018-12-31,Renton,474,96,138,244,52,7,40
2018-12-31,Marysville,367,76,94,88,32,0,14
2018-12-31,Redmond,692,48,95,132,60,19,47
2019-01-31,Seattle,667,686,795,1342,39,-8,32
2019-01-31,Bothell,690,149,139,236,47,-3,41
2019-01-31,Renton,520,133,100,210,43,-9,36
2019-01-31,Tukwila,419,23,22,27,15,-3,-4
2019-01-31,Mukilteo,685,12,18,39,95,27,84
2019-01-31,Des Moines,465,26,26,63,24,-13,13
2019-01-31,Mercer Island,1400,17,31,77,81,22,73
2019-01-31,Snoqualmie,499,12,14,23,32,13,25
2019-01-31,Kenmore,602,25,25,44,24,-42,16
2019-01-31,Olympia,319,114,117,231,26,-9,1
2019-01-31,Brier,521,8,4,12,63,2,55
2019-01-31,Lakewood,312,43,58,90,38,-7,12
2019-01-31,Sammamish,823,62,82,143,21,-44,14
2019-01-31,Edmonds,580,63,82,96,26,-29,19
2019-01-31,Mill Creek,530,33,18,22,33,-32,28
2019-01-31,Lynnwood,469,104,100,149,28,-11,17
2019-01-31,Auburn,400,91,98,156,30,-13,11
2019-01-31,Everett,405,181,129,182,25,-10,18
2019-01-31,Bainbridge Island,635,25,34,66,60,-12,39
2019-01-31,Marysville,373,73,65,82,32,0,10
2019-01-31,Shoreline,602,46,53,99,30,-16,22
2019-01-31,Newcastle,840,6,14,39,44,28,35
2019-01-31,Puyallup,363,155,167,262,31,1,12
2019-01-31,Bellevue,840,109,143,265,52,14,46
2019-01-31,North Bend,670,15,23,53,30,-14,21
2019-01-31,SeaTac,400,17,8,27,26,-28,20
2019-01-31,Woodinville,892,56,42,69,52,-5,40
2019-01-31,Redmond,825,71,83,129,19,-41,13
2019-01-31,Tacoma,314,361,311,389,18,-10,-1
2019-01-31,Kent,409,110,134,205,38,-6,25
2019-01-31,Federal Way,349,80,64,114,44,13,33
2019-01-31,Mountlake Terrace,427,22,18,17,12,-12,5
2019-01-31,Lake Forest Park,656,14,14,20,83,6,75
2019-01-31,Burien,433,24,34,77,41,-22,32
2019-01-31,Issaquah,650,53,76,139,64,10,57
2019-01-31,Seattle,545,2811,2998,5178,39,-9,31
2019-01-31,DuPont,347,9,19,13,14,-25,6
2019-01-31,Kirkland,700,109,132,194,37,-12,29
2019-02-28,Kent,420,161,172,184,13,-25,6
2019-02-28,Federal Way,389,87,147,130,13,-31,6
2019-02-28,Lynnwood,486,126,139,143,24,-4,17
2019-02-28,Lake Forest Park,750,13,21,23,9,-74,2
2019-02-28,Everett,405,173,216,191,15,-10,8
2019-02-28,Mill Creek,580,25,53,35,14,-19,8
2019-02-28,Redmond,808,92,171,156,16,-3,10
2019-02-28,Tacoma,320,390,530,411,14,-4,3
2019-02-28,Bellevue,924,147,244,273,9,-43,2
2019-02-28,Shoreline,567,49,92,109,16,-14,9
2019-02-28,Seattle,560,3281,5280,5770,19,-20,12
2019-02-28,Newcastle,700,19,30,42,14,-30,6
2019-02-28,Puyallup,375,238,265,265,20,-11,7
2019-02-28,Seattle,685,740,1337,1553,18,-21,11
2019-02-28,Marysville,407,98,133,86,15,-17,7
2019-02-28,Auburn,438,131,161,163,14,-16,8
2019-02-28,Kirkland,826,126,224,232,8,-29,1
2019-02-28,Bainbridge Island,828,20,49,66,12,-48,-10
2019-02-28,Bothell,682,173,242,255,28,-19,22
2019-02-28,SeaTac,500,7,24,32,13,-13,7
2019-02-28,North Bend,755,20,48,67,22,-8,16
2019-02-28,Renton,525,125,255,278,28,-15,22
2019-02-28,Tukwila,403,21,26,29,15,0,7
2019-02-28,DuPont,337,19,24,8,8,-6,3
2019-02-28,Snoqualmie,614,22,46,35,24,-8,17
2019-02-28,Mountlake Terrace,472,26,25,14,8,-4,2
2019-02-28,Des Moines,368,31,49,64,25,1,15
2019-02-28,Mercer Island,1513,26,44,91,13,-68,5
2019-02-28,Woodinville,890,43,84,96,23,-29,16
2019-02-28,Kenmore,665,27,48,59,12,-12,6
2019-02-28,Mukilteo,584,27,27,38,36,-59,26
2019-02-28,Olympia,338,146,204,223,24,-2,13
2019-02-28,Brier,799,7,17,10,8,-55,0
2019-02-28,Edmonds,555,73,126,103,12,-14,5
2019-02-28,Lakewood,322,66,79,90,19,-19,-13
2019-02-28,Issaquah,685,95,158,163,24,-40,18
2019-02-28,Sammamish,925,71,150,174,13,-8,6
2019-02-28,Burien,408,30,69,86,21,-20,13
2019-03-31,Bainbridge Island,735,45,72,83,19,7,10
2019-03-31,Kenmore,698,28,41,60,13,1,7
2019-03-31,North Bend,622,20,52,72,25,3,18
2019-03-31,Kent,420,156,210,188,11,-2,4
2019-03-31,Issaquah,692,133,154,169,14,-10,8
2019-03-31,Seattle,700,1010,1441,1771,9,-9,2
2019-03-31,SeaTac,391,18,19,26,12,-1,5
2019-03-31,Auburn,408,122,163,172,8,-6,1
2019-03-31,Federal Way,397,112,126,130,9,-4,2
2019-03-31,Woodinville,785,57,88,101,13,-10,6
2019-03-31,Snoqualmie,680,33,40,35,7,-17,0
2019-03-31,Olympia,329,182,279,261,8,-16,-2
2019-03-31,Redmond,829,127,151,163,8,-8,2
2019-03-31,Bellevue,908,192,267,289,10,1,3
2019-03-31,Bothell,688,196,253,257,12,-16,6
2019-03-31,Edmonds,575,104,126,126,8,-4,1
2019-03-31,Lake Forest Park,638,17,27,31,10,1,3
2019-03-31,Marysville,390,111,134,95,6,-9,0
2019-03-31,Tukwila,372,20,18,28,9,-6,1
2019-03-31,Kirkland,701,159,189,237,9,1,3
2019-03-31,Des Moines,401,45,52,57,10,-15,3
2019-03-31,Seattle,572,4131,5586,6257,10,-9,3
2019-03-31,Mountlake Terrace,451,24,33,14,7,-1,1
2019-03-31,DuPont,353,30,36,11,7,-1,1
2019-03-31,Tacoma,320,480,528,422,7,-7,0
2019-03-31,Sammamish,960,127,180,210,8,-5,1
2019-03-31,Mercer Island,1550,19,47,94,30,17,23
2019-03-31,Shoreline,595,69,103,129,13,-3,6
2019-03-31,Everett,400,198,255,203,10,-5,4
2019-03-31,Mukilteo,640,27,46,47,35,-1,29
2019-03-31,Mill Creek,556,27,62,41,9,-5,2
2019-03-31,Renton,500,183,245,289,7,-21,1
2019-03-31,Brier,870,13,13,15,18,10,13
2019-03-31,Newcastle,716,16,28,35,7,-7,1
2019-03-31,Lakewood,320,72,80,81,7,-12,-5
2019-03-31,Puyallup,360,226,264,265,10,-10,3
2019-03-31,Burien,443,58,70,73,9,-12,1
2019-03-31,Lynnwood,495,135,166,154,13,-11,7
2019-04-30,Kirkland,813,185,251,279,9,0,2
2019-04-30,Auburn,440,139,251,235,9,1,3
2019-04-30,Shoreline,556,78,129,149,10,-3,3
2019-04-30,Olympia,354,233,360,302,8,0,0
2019-04-30,Lynnwood,492,144,208,207,8,-5,1
2019-04-30,North Bend,667,46,51,74,12,-13,5
2019-04-30,Redmond,914,142,224,235,7,-1,1
2019-04-30,Des Moines,403,55,67,76,10,0,0
2019-04-30,Mountlake Terrace,433,27,26,14,6,-1,0
2019-04-30,SeaTac,405,21,31,37,8,-4,-1
2019-04-30,Burien,470,83,103,92,8,-1,-1
2019-04-30,Woodinville,728,78,127,138,12,-1,4
2019-04-30,Bothell,655,214,319,350,14,2,7
2019-04-30,Marysville,395,107,195,137,7,1,0
2019-04-30,Snoqualmie,635,34,54,54,14,7,5
2019-04-30,Issaquah,690,147,166,193,12,-2,5
2019-04-30,Tacoma,326,506,690,552,7,0,1
2019-04-30,Mercer Island,1533,44,64,101,16,-14,8
2019-04-30,Mill Creek,559,38,59,51,7,-2,1
2019-04-30,Brier,625,11,15,14,7,-11,2
2019-04-30,Puyallup,381,256,413,367,9,-1,1
2019-04-30,Bellevue,930,267,301,351,8,-2,2
2019-04-30,Lakewood,335,82,99,99,13,6,7
2019-04-30,Kenmore,667,40,51,67,6,-7,0
2019-04-30,Kent,440,182,263,250,6,-5,0
2019-04-30,Lake Forest Park,683,20,39,45,8,-2,1
2019-04-30,Renton,505,219,300,316,7,0,1
2019-04-30,Newcastle,902,32,40,47,35,28,24
2019-04-30,Bainbridge Island,918,55,84,101,7,-12,0
2019-04-30,DuPont,375,35,33,17,4,-3,0
2019-04-30,Sammamish,965,109,198,268,12,4,6
2019-04-30,Tukwila,409,21,22,29,21,12,13
2019-04-30,Seattle,710,1149,1709,2161,10,1,3
2019-04-30,Edmonds,580,103,139,177,7,-1,0
2019-04-30,Federal Way,408,124,197,176,10,1,3
2019-04-30,Everett,420,243,340,268,6,-4,0
2019-04-30,Mukilteo,630,42,58,62,7,-28,1
2019-04-30,Seattle,592,4812,6930,7776,9,-1,2
2019-05-31,Snoqualmie,719,39,36,45,18,4,11
2019-05-31,Lakewood,343,76,74,89,5,-8,-4
2019-05-31,Tacoma,335,523,618,577,6,-1,-1
2019-05-31,Mukilteo,620,34,45,68,9,2,1
2019-05-31,Bothell,609,235,208,347,16,2,9
2019-05-31,Tukwila,420,19,25,29,15,-6,5
2019-05-31,Marysville,400,146,180,164,9,2,1
2019-05-31,Sammamish,949,137,151,271,12,0,5
2019-05-31,Bainbridge Island,979,61,85,139,18,11,8
2019-05-31,Mercer Island,1800,52,33,99,25,9,17
2019-05-31,Mill Creek,552,54,48,59,9,2,2
2019-05-31,Kenmore,840,29,58,80,18,12,10
2019-05-31,Everett,429,247,249,277,8,2,1
2019-05-31,Brier,656,13,10,10,16,9,3
2019-05-31,Newcastle,970,24,26,46,9,-26,2
2019-05-31,Woodinville,882,80,66,137,14,2,6
2019-05-31,Puyallup,373,287,294,363,7,-2,0
2019-05-31,Kirkland,835,165,207,287,9,0,2
2019-05-31,Issaquah,788,121,136,213,12,0,5
2019-05-31,Auburn,415,184,188,217,8,-1,1
2019-05-31,Federal Way,405,145,154,185,9,-1,2
2019-05-31,Lake Forest Park,771,24,21,35,10,2,1
2019-05-31,Bellevue,945,183,255,399,9,1,2
2019-05-31,Edmonds,623,82,109,182,13,6,6
2019-05-31,Des Moines,423,39,54,71,6,-4,-3
2019-05-31,Kent,437,186,187,261,10,4,3
2019-05-31,Mountlake Terrace,420,22,21,16,7,1,0
2019-05-31,Shoreline,590,95,105,152,11,1,3
2019-05-31,North Bend,700,45,48,81,16,4,10
2019-05-31,Seattle,580,4729,5454,8017,11,2,4
2019-05-31,Lynnwood,505,141,161,208,10,2,3
2019-05-31,Renton,517,225,262,342,16,9,9
2019-05-31,Burien,452,73,68,91,8,0,1
2019-05-31,SeaTac,383,20,31,38,34,26,26
2019-05-31,Seattle,705,1067,1339,2181,12,2,5
2019-05-31,Olympia,355,264,299,329,7,-1,-1
2019-05-31,Redmond,900,143,148,226,8,1,1
2019-05-31,DuPont,365,29,30,14,5,1,1
2019-06-30,DuPont,388,29,23,11,9,4,3
2019-06-30,Brier,675,15,13,13,14,-2,4
2019-06-30,Auburn,415,175,137,196,10,2,0
2019-06-30,Edmonds,593,108,97,155,15,2,7
2019-06-30,Everett,409,234,275,302,10,2,2
2019-06-30,Des Moines,390,52,45,80,26,20,18
2019-06-30,Bellevue,938,190,198,354,13,4,5
2019-06-30,Federal Way,398,135,162,186,15,6,6
2019-06-30,Issaquah,745,104,131,223,22,10,14
2019-06-30,Bainbridge Island,825,53,58,137,12,-6,-8
2019-06-30,Tacoma,338,525,545,624,7,1,0
2019-06-30,Snoqualmie,645,34,41,49,19,1,11
2019-06-30,Tukwila,365,21,30,35,46,31,30
2019-06-30,Burien,440,66,64,91,11,3,1
2019-06-30,Bothell,610,211,207,333,18,2,8
2019-06-30,Seattle,685,1086,1089,2065,15,3,6
2019-06-30,Seattle,560,4711,4802,7776,14,3,5
2019-06-30,Shoreline,595,84,96,155,12,1,2
2019-06-30,Marysville,408,142,179,179,11,2,4
2019-06-30,Mercer Island,1560,29,40,101,22,-3,14
2019-06-30,SeaTac,420,22,26,34,12,-22,-7
2019-06-30,Newcastle,852,28,27,46,26,17,13
2019-06-30,Kirkland,795,177,150,251,13,4,4
2019-06-30,Sammamish,951,136,103,241,28,16,18
2019-06-30,Mukilteo,595,33,43,76,18,9,1
2019-06-30,Olympia,343,273,283,325,8,1,-1
2019-06-30,Lake Forest Park,778,26,19,29,10,0,-1
2019-06-30,Mountlake Terrace,450,18,27,25,6,-1,-2
2019-06-30,Renton,500,228,276,384,13,-3,4
2019-06-30,Lakewood,364,75,68,97,15,10,1
2019-06-30,Lynnwood,520,151,146,202,11,1,2
2019-06-30,Mill Creek,575,51,34,47,15,6,7
2019-06-30,Kent,434,186,174,238,9,-1,1
2019-06-30,Kenmore,640,52,44,74,18,0,8
2019-06-30,Puyallup,376,292,262,351,12,5,0
2019-06-30,Woodinville,885,71,53,121,20,6,6
2019-06-30,Redmond,840,141,135,220,15,7,8
2019-06-30,North Bend,708,42,31,81,9,-7,4
2019-07-31,Mill Creek,684,37,39,58,22,7,13
2019-07-31,Burien,455,61,70,98,12,1,-4
2019-07-31,Mukilteo,561,36,34,72,26,8,14
2019-07-31,Kirkland,775,149,124,240,17,4,8
2019-07-31,Redmond,875,125,108,203,14,-1,6
2019-07-31,Sammamish,960,123,99,216,31,3,16
2019-07-31,Tukwila,399,16,25,38,22,-24,0
2019-07-31,Federal Way,405,147,148,182,10,-5,-2
2019-07-31,Bainbridge Island,903,48,31,107,25,13,0
2019-07-31,Marysville,410,161,156,172,13,2,2
2019-07-31,Newcastle,708,18,31,57,26,0,18
2019-07-31,Seattle,675,1050,967,1943,23,8,11
2019-07-31,Snoqualmie,723,38,27,47,15,-4,2
2019-07-31,Everett,430,220,219,275,14,4,4
2019-07-31,Olympia,372,260,290,342,12,4,1
2019-07-31,Lake Forest Park,718,19,17,31,22,12,14
2019-07-31,Seattle,560,4539,4375,7509,18,4,6
2019-07-31,Lynnwood,468,125,141,219,19,8,6
2019-07-31,Woodinville,849,61,56,106,33,13,20
2019-07-31,Shoreline,578,88,65,136,16,4,4
2019-07-31,Tacoma,325,505,574,665,10,3,-1
2019-07-31,Lakewood,327,71,80,83,21,6,2
2019-07-31,Puyallup,386,289,301,345,13,1,-9
2019-07-31,Brier,719,8,8,16,13,-1,-15
2019-07-31,Des Moines,425,45,48,85,20,-6,-2
2019-07-31,DuPont,350,25,17,9,8,-1,-8
2019-07-31,Kent,439,175,171,236,13,4,3
2019-07-31,Mountlake Terrace,425,19,38,32,6,0,-1
2019-07-31,Edmonds,584,110,91,145,18,3,7
2019-07-31,Mercer Island,1737,27,32,97,18,-4,-1
2019-07-31,Bellevue,852,214,155,307,20,7,11
2019-07-31,Renton,500,217,198,367,11,-2,-3
2019-07-31,Bothell,645,189,200,323,25,7,12
2019-07-31,Kenmore,570,40,38,77,20,2,6
2019-07-31,SeaTac,400,27,38,41,10,-2,-3
2019-07-31,Issaquah,770,113,105,208,23,1,11
2019-07-31,North Bend,760,31,27,76,23,14,15
2019-07-31,Auburn,405,151,175,220,16,6,4
2019-08-31,Shoreline,580,62,72,124,29,13,8
2019-08-31,Newcastle,865,21,21,57,45,19,19
2019-08-31,Burien,430,51,61,104,18,6,0
2019-08-31,Sammamish,963,86,78,185,26,-5,5
2019-08-31,Bainbridge Island,744,42,49,102,30,5,-7
2019-08-31,Mill Creek,530,28,26,50,22,0,5
2019-08-31,Bothell,652,196,184,314,21,-4,1
2019-08-31,Everett,410,222,221,275,18,4,3
2019-08-31,Brier,600,3,11,15,26,13,16
2019-08-31,Tacoma,330,434,470,629,11,1,-1
2019-08-31,North Bend,665,24,33,80,17,-6,9
2019-08-31,Kirkland,715,111,172,245,23,6,10
2019-08-31,Federal Way,405,133,118,166,18,8,3
2019-08-31,Marysville,399,150,151,166,20,7,4
2019-08-31,SeaTac,425,19,38,50,15,5,-29
2019-08-31,Mountlake Terrace,475,25,30,31,10,4,-1
2019-08-31,Woodinville,775,53,61,102,29,-4,9
2019-08-31,Redmond,865,92,125,204,20,6,5
2019-08-31,Tukwila,440,15,26,46,17,-5,-6
2019-08-31,Edmonds,583,72,99,161,25,7,15
2019-08-31,Lynnwood,500,108,129,225,23,4,2
2019-08-31,Puyallup,382,244,194,303,18,5,-5
2019-08-31,Kenmore,649,31,47,75,27,7,13
2019-08-31,Mercer Island,1450,31,35,95,39,21,29
2019-08-31,Seattle,540,3790,4419,7460,21,3,4
2019-08-31,Renton,475,186,207,356,25,14,8
2019-08-31,DuPont,385,22,36,9,7,-1,-10
2019-08-31,Lake Forest Park,710,10,21,36,42,20,34
2019-08-31,Kent,425,157,141,213,13,0,-5
2019-08-31,Auburn,430,141,136,195,15,-1,-2
2019-08-31,Lakewood,320,71,67,89,11,-10,-5
2019-08-31,Issaquah,709,97,89,178,21,-2,5
2019-08-31,Seattle,675,828,1198,2054,26,3,10
2019-08-31,Olympia,364,252,219,324,12,0,-5
2019-08-31,Bellevue,884,166,187,314,15,-5,2
2019-08-31,Mukilteo,585,28,29,63,22,-4,-3
2019-08-31,Snoqualmie,760,31,19,32,25,10,0
2019-08-31,Des Moines,400,31,53,87,27,7,-3
2019-09-30,Mill Creek,593,26,27,44,30,8,11
2019-09-30,Kirkland,752,134,143,227,19,-4,4
2019-09-30,Burien,468,56,33,80,23,5,0
2019-09-30,Olympia,365,221,161,270,14,2,-8
2019-09-30,Seattle,560,4058,3726,6541,19,-2,-2
2019-09-30,Tukwila,500,20,20,38,25,8,-3
2019-09-30,Puyallup,380,240,170,254,20,2,-4
2019-09-30,Lynnwood,495,111,123,221,25,2,2
2019-09-30,Lake Forest Park,810,17,18,28,14,-28,-3
2019-09-30,Shoreline,585,67,77,127,13,-16,-1
2019-09-30,Bellevue,850,146,142,256,21,6,5
2019-09-30,Des Moines,405,36,25,67,26,-1,5
2019-09-30,Sammamish,975,88,59,138,21,-5,-5
2019-09-30,Edmonds,595,91,77,151,17,-8,1
2019-09-30,Mukilteo,640,33,27,56,20,-2,-7
2019-09-30,Woodinville,772,64,53,97,24,-5,5
2019-09-30,Everett,417,191,187,238,16,-2,-5
2019-09-30,SeaTac,376,33,23,42,10,-5,-22
2019-09-30,Brier,743,12,6,13,57,31,32
2019-09-30,Mountlake Terrace,444,35,27,27,8,-2,-3
2019-09-30,Tacoma,330,483,426,561,17,6,-5
2019-09-30,Kent,433,156,135,179,13,0,-13
2019-09-30,Issaquah,763,98,77,155,31,10,7
2019-09-30,Snoqualmie,735,27,20,21,29,4,11
2019-09-30,Lakewood,335,76,70,100,18,7,-11
2019-09-30,Newcastle,825,17,29,44,16,-29,-14
2019-09-30,Auburn,412,162,119,161,12,-3,-8
2019-09-30,DuPont,350,17,11,7,4,-3,-16
2019-09-30,Bainbridge Island,914,44,48,112,44,14,18
2019-09-30,Bothell,666,162,122,239,23,2,-11
2019-09-30,Renton,499,198,144,287,22,-3,-5
2019-09-30,Marysville,395,161,110,132,18,-2,-9
2019-09-30,North Bend,719,32,38,71,58,41,31
2019-09-30,Seattle,699,945,991,1843,18,-8,4
2019-09-30,Kenmore,669,46,39,66,20,-7,-14
2019-09-30,Federal Way,395,139,102,150,14,-4,-7
2019-09-30,Mercer Island,1263,30,28,84,14,-25,-5
2019-09-30,Redmond,850,105,102,179,15,-5,0
2019-10-31,Lynnwood,500,99,95,173,19,-6,-12
2019-10-31,SeaTac,397,23,11,25,19,9,-16
2019-10-31,Auburn,430,101,81,134,18,6,-10
2019-10-31,Lakewood,325,48,46,75,9,-9,-19
2019-10-31,Redmond,875,98,57,111,24,9,6
2019-10-31,Newcastle,832,19,16,30,33,17,7
2019-10-31,Kirkland,800,121,83,164,8,-11,-14
2019-10-31,Tukwila,413,14,12,26,13,-12,-15
2019-10-31,Mountlake Terrace,453,19,19,21,14,6,4
2019-10-31,Snoqualmie,651,14,13,12,19,-10,-32
2019-10-31,Olympia,360,169,139,234,28,14,0
2019-10-31,Issaquah,725,83,46,110,45,14,9
2019-10-31,Des Moines,430,48,23,66,28,2,-37
2019-10-31,DuPont,340,22,6,1,5,1,-5
2019-10-31,Kent,440,140,99,143,16,3,-17
2019-10-31,Seattle,666,864,561,1379,25,7,0
2019-10-31,Burien,480,41,30,66,30,7,-1
2019-10-31,Federal Way,394,98,49,83,18,4,-15
2019-10-31,Woodinville,800,48,28,62,19,-5,-3
2019-10-31,Bellevue,870,156,66,173,18,-3,-11
2019-10-31,Brier,606,8,4,10,55,-2,21
2019-10-31,North Bend,631,34,22,56,25,-33,1
2019-10-31,Seattle,557,3545,2312,4846,23,4,-5
2019-10-31,Edmonds,523,69,39,99,40,23,11
2019-10-31,Mercer Island,1275,27,11,58,17,3,-6
2019-10-31,Renton,525,166,95,207,30,8,1
2019-10-31,Everett,398,185,130,172,20,4,-4
2019-10-31,Sammamish,914,92,43,83,48,27,8
2019-10-31,Marysville,405,120,83,118,17,-1,-4
2019-10-31,Mill Creek,600,28,17,28,11,-19,-17
2019-10-31,Mukilteo,579,24,17,47,45,25,13
2019-10-31,Puyallup,375,180,123,197,21,1,-14
2019-10-31,Kenmore,654,34,19,42,32,12,-1
2019-10-31,Lake Forest Park,649,18,6,14,14,0,-3
2019-10-31,Bothell,601,174,123,169,29,6,-3
2019-10-31,Tacoma,335,415,271,386,19,2,-6
2019-10-31,Shoreline,568,52,48,96,20,7,-4
2019-10-31,Bainbridge Island,938,29,25,85,81,37,43
2019-11-30,Lakewood,340,67,30,58,22,13,-17
2019-11-30,Olympia,352,174,90,139,22,-6,-13
2019-11-30,Lynnwood,515,133,66,142,27,8,-10
2019-11-30,Lake Forest Park,735,25,5,2,37,23,10
2019-11-30,Bellevue,987,128,47,111,32,14,-9
2019-11-30,North Bend,813,34,16,44,51,26,17
2019-11-30,Tacoma,330,435,228,288,19,0,-2
2019-11-30,Mill Creek,621,32,11,19,22,11,-2
2019-11-30,Edmonds,553,78,26,62,39,-1,-4
2019-11-30,Shoreline,610,78,30,71,27,7,-13
2019-11-30,Mountlake Terrace,492,23,16,15,27,13,0
2019-11-30,DuPont,362,15,24,4,12,7,4
2019-11-30,Issaquah,685,100,36,77,46,1,7
2019-11-30,Kirkland,734,126,52,112,34,26,1
2019-11-30,Renton,560,163,71,137,28,-2,-17
2019-11-30,Redmond,830,114,31,72,23,-1,-18
2019-11-30,Kenmore,645,38,9,26,51,19,-31
2019-11-30,Brier,592,6,2,6,13,-42,1
2019-11-30,Federal Way,400,95,54,65,29,11,-17
2019-11-30,Marysville,420,124,72,93,21,4,-11
2019-11-30,Everett,433,182,88,117,20,0,-20
2019-11-30,Mukilteo,697,26,4,26,45,0,6
2019-11-30,Bainbridge Island,795,45,13,52,52,-29,14
2019-11-30,Bothell,644,180,68,117,38,9,-16
2019-11-30,Tukwila,398,26,12,21,33,20,-28
2019-11-30,Sammamish,970,85,31,63,45,-3,5
2019-11-30,SeaTac,421,22,12,17,37,18,-20
2019-11-30,Auburn,400,130,63,112,17,-1,-30
2019-11-30,Newcastle,890,21,1,18,66,33,-17
