Dates,"Amazon.com, Inc. (NasdaqGS:AMZN) - Share Pricing"
Jul-18-2008,69.12
Jul-21-2008,68.48
Jul-22-2008,67.97
Jul-23-2008,70.54
Jul-24-2008,78.72
Jul-25-2008,78.31
Jul-28-2008,75.98
Jul-29-2008,78.21
Jul-30-2008,78.21
Jul-31-2008,76.34
Aug-01-2008,75.75
Aug-04-2008,75.71
Aug-05-2008,79.11
Aug-06-2008,78.09
Aug-07-2008,76.95
Aug-08-2008,80.51
Aug-11-2008,88.09
Aug-12-2008,87.25
Aug-13-2008,86.69
Aug-14-2008,88.03
Aug-15-2008,86.40
Aug-18-2008,83.11
Aug-19-2008,81.29
Aug-20-2008,82.13
Aug-21-2008,83.26
Aug-22-2008,85.26
Aug-25-2008,82.85
Aug-26-2008,81.76
Aug-27-2008,81.73
Aug-28-2008,83.42
Aug-29-2008,80.81
Sep-02-2008,81.41
Sep-03-2008,80.77
Sep-04-2008,78.03
Sep-05-2008,79.19
Sep-08-2008,81.16
Sep-09-2008,79.04
Sep-10-2008,76.74
Sep-11-2008,79.51
Sep-12-2008,78.30
Sep-15-2008,77.34
Sep-16-2008,78.73
Sep-17-2008,71.54
Sep-18-2008,76.50
Sep-19-2008,81.00
Sep-22-2008,74.93
Sep-23-2008,71.76
Sep-24-2008,69.96
Sep-25-2008,72.08
Sep-26-2008,70.70
Sep-29-2008,63.35
Sep-30-2008,72.76
Oct-01-2008,69.58
Oct-02-2008,67.36
Oct-03-2008,67.00
Oct-06-2008,65.23
Oct-07-2008,58.52
Oct-08-2008,61.02
Oct-09-2008,56.00
Oct-10-2008,56.25
Oct-13-2008,62.02
Oct-14-2008,55.86
Oct-15-2008,48.72
Oct-16-2008,50.29
Oct-17-2008,50.65
Oct-20-2008,52.97
Oct-21-2008,50.23
Oct-22-2008,49.99
Oct-23-2008,50.32
Oct-24-2008,48.96
Oct-27-2008,49.58
Oct-28-2008,56.04
Oct-29-2008,56.89
Oct-30-2008,56.71
Oct-31-2008,57.24
Nov-03-2008,55.77
Nov-04-2008,58.45
Nov-05-2008,51.98
Nov-06-2008,47.22
Nov-07-2008,49.21
Nov-10-2008,48.46
Nov-11-2008,46.30
Nov-12-2008,41.56
Nov-13-2008,44.93
Nov-14-2008,41.75
Nov-17-2008,39.69
Nov-18-2008,38.44
Nov-19-2008,35.84
Nov-20-2008,35.03
Nov-21-2008,37.87
Nov-24-2008,42.50
Nov-25-2008,42.19
Nov-26-2008,43.96
Nov-28-2008,42.70
Dec-01-2008,40.47
Dec-02-2008,41.19
Dec-03-2008,45.21
Dec-04-2008,47.32
Dec-05-2008,48.26
Dec-08-2008,51.41
Dec-09-2008,51.25
Dec-10-2008,49.70
Dec-11-2008,48.25
Dec-12-2008,51.25
Dec-15-2008,48.85
Dec-16-2008,52.63
Dec-17-2008,53.18
Dec-18-2008,52.08
Dec-19-2008,51.56
Dec-22-2008,49.84
Dec-23-2008,51.08
Dec-24-2008,51.44
Dec-26-2008,51.78
Dec-29-2008,49.40
Dec-30-2008,50.76
Dec-31-2008,51.28
Jan-02-2009,54.36
Jan-05-2009,54.06
Jan-06-2009,57.36
Jan-07-2009,56.20
Jan-08-2009,57.16
Jan-09-2009,55.51
Jan-12-2009,51.92
Jan-13-2009,51.45
Jan-14-2009,48.49
Jan-15-2009,51.44
Jan-16-2009,51.59
Jan-20-2009,48.44
Jan-21-2009,50.54
Jan-22-2009,49.94
Jan-23-2009,50.63
Jan-26-2009,49.63
Jan-27-2009,48.44
Jan-28-2009,50.36
Jan-29-2009,50.00
Jan-30-2009,58.82
Feb-02-2009,61.15
Feb-03-2009,63.59
Feb-04-2009,61.06
Feb-05-2009,63.18
Feb-06-2009,66.55
Feb-09-2009,66.71
Feb-10-2009,63.31
Feb-11-2009,64.35
Feb-12-2009,63.96
Feb-13-2009,63.26
Feb-17-2009,61.67
Feb-18-2009,62.35
Feb-19-2009,61.95
Feb-20-2009,63.86
Feb-23-2009,61.71
Feb-24-2009,65.60
Feb-25-2009,63.71
Feb-26-2009,62.34
Feb-27-2009,64.79
Mar-02-2009,61.99
Mar-03-2009,61.70
Mar-04-2009,64.81
Mar-05-2009,64.77
Mar-06-2009,61.69
Mar-09-2009,60.49
Mar-10-2009,65.71
Mar-11-2009,68.54
Mar-12-2009,69.58
Mar-13-2009,68.63
Mar-16-2009,66.98
Mar-17-2009,71.35
Mar-18-2009,71.25
Mar-19-2009,70.10
Mar-20-2009,69.96
Mar-23-2009,75.58
Mar-24-2009,72.81
Mar-25-2009,72.40
Mar-26-2009,73.69
Mar-27-2009,70.52
Mar-30-2009,71.44
Mar-31-2009,73.44
Apr-01-2009,73.50
Apr-02-2009,76.34
Apr-03-2009,78.17
Apr-06-2009,77.99
Apr-07-2009,75.51
Apr-08-2009,76.98
Apr-09-2009,79.77
Apr-13-2009,78.94
Apr-14-2009,77.22
Apr-15-2009,74.71
Apr-16-2009,77.25
Apr-17-2009,78.05
Apr-20-2009,77.57
Apr-21-2009,78.74
Apr-22-2009,79.20
Apr-23-2009,80.61
Apr-24-2009,84.46
Apr-27-2009,83.12
Apr-28-2009,82.40
Apr-29-2009,79.79
Apr-30-2009,80.52
May-01-2009,78.96
May-04-2009,79.77
May-05-2009,81.90
May-06-2009,81.99
May-07-2009,79.28
May-08-2009,77.95
May-11-2009,78.61
May-12-2009,77.93
May-13-2009,74.19
May-14-2009,75.11
May-15-2009,73.60
May-18-2009,75.95
May-19-2009,77.87
May-20-2009,77.97
May-21-2009,75.96
May-22-2009,75.64
May-26-2009,78.39
May-27-2009,77.10
May-28-2009,77.65
May-29-2009,77.99
Jun-01-2009,83.05
Jun-02-2009,84.93
Jun-03-2009,85.68
Jun-04-2009,85.52
Jun-05-2009,87.56
Jun-08-2009,86.36
Jun-09-2009,87.08
Jun-10-2009,86.59
Jun-11-2009,85.69
Jun-12-2009,84.08
Jun-15-2009,83.18
Jun-16-2009,82.15
Jun-17-2009,82.65
Jun-18-2009,81.60
Jun-19-2009,82.96
Jun-22-2009,79.15
Jun-23-2009,77.68
Jun-24-2009,79.27
Jun-25-2009,82.20
Jun-26-2009,83.88
Jun-29-2009,83.03
Jun-30-2009,83.66
Jul-01-2009,81.60
Jul-02-2009,79.32
Jul-06-2009,78.10
Jul-07-2009,75.63
Jul-08-2009,77.36
Jul-09-2009,78.10
Jul-10-2009,77.63
Jul-13-2009,81.47
Jul-14-2009,81.95
Jul-15-2009,84.55
Jul-16-2009,86.11
Jul-17-2009,85.85
Jul-20-2009,88.23
Jul-21-2009,89.01
Jul-22-2009,88.79
Jul-23-2009,93.87
Jul-24-2009,86.49
Jul-27-2009,84.24
Jul-28-2009,84.98
Jul-29-2009,84.34
Jul-30-2009,86.09
Jul-31-2009,85.76
Aug-03-2009,87.44
Aug-04-2009,85.80
Aug-05-2009,84.29
Aug-06-2009,84.47
Aug-07-2009,85.32
Aug-10-2009,84.44
Aug-11-2009,83.56
Aug-12-2009,85.96
Aug-13-2009,84.60
Aug-14-2009,83.58
Aug-17-2009,81.06
Aug-18-2009,82.12
Aug-19-2009,83.00
Aug-20-2009,84.09
Aug-21-2009,85.00
Aug-24-2009,84.50
Aug-25-2009,84.19
Aug-26-2009,84.00
Aug-27-2009,84.31
Aug-28-2009,82.76
Aug-31-2009,81.19
Sep-01-2009,79.16
Sep-02-2009,78.14
Sep-03-2009,78.46
Sep-04-2009,78.87
Sep-08-2009,80.90
Sep-09-2009,82.24
Sep-10-2009,83.85
Sep-11-2009,84.54
Sep-14-2009,83.86
Sep-15-2009,83.55
Sep-16-2009,90.70
Sep-17-2009,90.44
Sep-18-2009,90.28
Sep-21-2009,90.56
Sep-22-2009,93.75
Sep-23-2009,92.38
Sep-24-2009,92.11
Sep-25-2009,90.52
Sep-28-2009,92.21
Sep-29-2009,91.72
Sep-30-2009,93.36
Oct-01-2009,91.04
Oct-02-2009,89.85
Oct-05-2009,88.67
Oct-06-2009,90.91
Oct-07-2009,93.97
Oct-08-2009,95.22
Oct-09-2009,95.71
Oct-12-2009,93.60
Oct-13-2009,94.83
Oct-14-2009,97.46
Oct-15-2009,96.01
Oct-16-2009,95.32
Oct-19-2009,94.68
Oct-20-2009,94.98
Oct-21-2009,93.42
Oct-22-2009,93.45
Oct-23-2009,118.49
Oct-26-2009,124.64
Oct-27-2009,122.07
Oct-28-2009,121.64
Oct-29-2009,122.58
Oct-30-2009,118.81
Nov-02-2009,118.84
Nov-03-2009,118.37
Nov-04-2009,117.10
Nov-05-2009,120.61
Nov-06-2009,126.20
Nov-09-2009,126.67
Nov-10-2009,130.15
Nov-11-2009,129.91
Nov-12-2009,130.53
Nov-13-2009,132.97
Nov-16-2009,131.59
Nov-17-2009,131.25
Nov-18-2009,131.29
Nov-19-2009,128.99
Nov-20-2009,129.66
Nov-23-2009,133.00
Nov-24-2009,132.94
Nov-25-2009,134.03
Nov-27-2009,131.74
Nov-30-2009,135.91
Dec-01-2009,138.50
Dec-02-2009,142.25
Dec-03-2009,141.17
Dec-04-2009,137.58
Dec-07-2009,134.21
Dec-08-2009,134.11
Dec-09-2009,131.31
Dec-10-2009,135.38
Dec-11-2009,134.15
Dec-14-2009,131.38
Dec-15-2009,130.23
Dec-16-2009,128.36
Dec-17-2009,126.91
Dec-18-2009,128.48
Dec-21-2009,132.79
Dec-22-2009,133.75
Dec-23-2009,138.94
Dec-24-2009,138.47
Dec-28-2009,139.31
Dec-29-2009,139.41
Dec-30-2009,136.49
Dec-31-2009,134.52
Jan-04-2010,133.90
Jan-05-2010,134.69
Jan-06-2010,132.25
Jan-07-2010,130.00
Jan-08-2010,133.52
Jan-11-2010,130.31
Jan-12-2010,127.35
Jan-13-2010,129.11
Jan-14-2010,127.35
Jan-15-2010,127.14
Jan-19-2010,127.61
Jan-20-2010,125.78
Jan-21-2010,126.62
Jan-22-2010,121.43
Jan-25-2010,120.31
Jan-26-2010,119.48
Jan-27-2010,122.75
Jan-28-2010,126.03
Jan-29-2010,125.41
Feb-01-2010,118.87
Feb-02-2010,118.12
Feb-03-2010,119.10
Feb-04-2010,115.94
Feb-05-2010,117.39
Feb-08-2010,116.83
Feb-09-2010,118.03
Feb-10-2010,117.36
Feb-11-2010,120.09
Feb-12-2010,119.66
Feb-16-2010,117.53
Feb-17-2010,116.31
Feb-18-2010,118.08
Feb-19-2010,117.52
Feb-22-2010,118.01
Feb-23-2010,117.24
Feb-24-2010,119.72
Feb-25-2010,118.20
Feb-26-2010,118.40
Mar-01-2010,124.54
Mar-02-2010,125.53
Mar-03-2010,125.89
Mar-04-2010,128.53
Mar-05-2010,128.91
Mar-08-2010,130.11
Mar-09-2010,128.82
Mar-10-2010,130.51
Mar-11-2010,133.58
Mar-12-2010,131.82
Mar-15-2010,131.13
Mar-16-2010,131.79
Mar-17-2010,131.34
Mar-18-2010,132.76
Mar-19-2010,130.35
Mar-22-2010,130.47
Mar-23-2010,129.26
Mar-24-2010,128.04
Mar-25-2010,134.73
Mar-26-2010,135.06
Mar-29-2010,135.12
Mar-30-2010,136.58
Mar-31-2010,135.77
Apr-01-2010,131.81
Apr-05-2010,131.49
Apr-06-2010,135.56
Apr-07-2010,134.87
Apr-08-2010,140.96
Apr-09-2010,140.06
Apr-12-2010,141.20
Apr-13-2010,140.16
Apr-14-2010,144.28
Apr-15-2010,145.82
Apr-16-2010,142.17
Apr-19-2010,142.43
Apr-20-2010,144.20
Apr-21-2010,146.43
Apr-22-2010,150.09
Apr-23-2010,143.63
Apr-26-2010,147.11
Apr-27-2010,142.02
Apr-28-2010,139.35
Apr-29-2010,141.73
Apr-30-2010,137.10
May-03-2010,137.49
May-04-2010,129.83
May-05-2010,130.93
May-06-2010,128.71
May-07-2010,124.98
May-10-2010,131.29
May-11-2010,130.46
May-12-2010,133.87
May-13-2010,131.47
May-14-2010,128.53
May-17-2010,128.91
May-18-2010,126.28
May-19-2010,124.59
May-20-2010,119.71
May-21-2010,122.72
May-24-2010,122.12
May-25-2010,124.86
May-26-2010,123.21
May-27-2010,126.70
May-28-2010,125.46
Jun-01-2010,123.24
Jun-02-2010,126.31
Jun-03-2010,128.76
Jun-04-2010,122.77
Jun-07-2010,122.01
Jun-08-2010,118.84
Jun-09-2010,117.91
Jun-10-2010,123.21
Jun-11-2010,123.03
Jun-14-2010,123.83
Jun-15-2010,126.84
Jun-16-2010,126.90
Jun-17-2010,125.89
Jun-18-2010,125.83
Jun-21-2010,122.55
Jun-22-2010,122.31
Jun-23-2010,121.45
Jun-24-2010,118.33
Jun-25-2010,121.00
Jun-28-2010,117.80
Jun-29-2010,108.61
Jun-30-2010,109.26
Jul-01-2010,110.96
Jul-02-2010,109.14
Jul-06-2010,110.06
Jul-07-2010,113.43
Jul-08-2010,116.22
Jul-09-2010,117.26
Jul-12-2010,119.51
Jul-13-2010,123.65
Jul-14-2010,123.30
Jul-15-2010,122.06
Jul-16-2010,118.49
Jul-19-2010,119.94
Jul-20-2010,120.10
Jul-21-2010,117.43
Jul-22-2010,120.07
Jul-23-2010,118.87
Jul-26-2010,118.40
Jul-27-2010,117.13
Jul-28-2010,117.13
Jul-29-2010,116.86
Jul-30-2010,117.89
Aug-02-2010,120.07
Aug-03-2010,122.42
Aug-04-2010,127.58
Aug-05-2010,127.83
Aug-06-2010,128.32
Aug-09-2010,128.83
Aug-10-2010,130.00
Aug-11-2010,125.89
Aug-12-2010,126.56
Aug-13-2010,124.69
Aug-16-2010,126.07
Aug-17-2010,128.86
Aug-18-2010,129.65
Aug-19-2010,127.57
Aug-20-2010,127.76
Aug-23-2010,126.60
Aug-24-2010,124.53
Aug-25-2010,126.85
Aug-26-2010,124.86
Aug-27-2010,126.64
Aug-30-2010,123.79
Aug-31-2010,124.83
Sep-01-2010,132.49
Sep-02-2010,135.21
Sep-03-2010,138.79
Sep-07-2010,137.22
Sep-08-2010,139.14
Sep-09-2010,140.38
Sep-10-2010,142.44
Sep-13-2010,145.07
Sep-14-2010,145.75
Sep-15-2010,145.45
Sep-16-2010,148.13
Sep-17-2010,148.33
Sep-20-2010,151.30
Sep-21-2010,150.73
Sep-22-2010,151.83
Sep-23-2010,152.85
Sep-24-2010,160.73
Sep-27-2010,159.37
Sep-28-2010,159.70
Sep-29-2010,158.99
Sep-30-2010,157.06
Oct-01-2010,153.71
Oct-04-2010,155.39
Oct-05-2010,160.87
Oct-06-2010,155.40
Oct-07-2010,156.27
Oct-08-2010,155.55
Oct-11-2010,153.03
Oct-12-2010,156.48
Oct-13-2010,155.17
Oct-14-2010,155.53
Oct-15-2010,164.64
Oct-18-2010,163.56
Oct-19-2010,158.67
Oct-20-2010,158.67
Oct-21-2010,164.97
Oct-22-2010,169.13
Oct-25-2010,169.00
Oct-26-2010,169.95
Oct-27-2010,167.51
Oct-28-2010,166.84
Oct-29-2010,165.23
Nov-01-2010,162.58
Nov-02-2010,164.61
Nov-03-2010,168.47
Nov-04-2010,168.93
Nov-05-2010,170.77
Nov-08-2010,171.99
Nov-09-2010,170.27
Nov-10-2010,173.33
Nov-11-2010,170.37
Nov-12-2010,165.68
Nov-15-2010,158.90
Nov-16-2010,157.78
Nov-17-2010,158.35
Nov-18-2010,164.17
Nov-19-2010,164.82
Nov-22-2010,170.39
Nov-23-2010,168.20
Nov-24-2010,177.25
Nov-26-2010,177.20
Nov-29-2010,179.49
Nov-30-2010,175.40
Dec-01-2010,176.55
Dec-02-2010,176.53
Dec-03-2010,175.68
Dec-06-2010,178.05
Dec-07-2010,176.77
Dec-08-2010,176.29
Dec-09-2010,174.85
Dec-10-2010,175.62
Dec-13-2010,174.25
Dec-14-2010,173.94
Dec-15-2010,175.57
Dec-16-2010,178.04
Dec-17-2010,177.58
Dec-20-2010,183.29
Dec-21-2010,184.75
Dec-22-2010,184.76
Dec-23-2010,182.59
Dec-27-2010,182.14
Dec-28-2010,181.09
Dec-29-2010,183.37
Dec-30-2010,182.75
Dec-31-2010,180.00
Jan-03-2011,184.22
Jan-04-2011,185.01
Jan-05-2011,187.42
Jan-06-2011,185.86
Jan-07-2011,185.49
Jan-10-2011,184.68
Jan-11-2011,184.34
Jan-12-2011,184.08
Jan-13-2011,185.53
Jan-14-2011,188.75
Jan-18-2011,191.25
Jan-19-2011,186.87
Jan-20-2011,181.96
Jan-21-2011,177.42
Jan-24-2011,176.85
Jan-25-2011,176.70
Jan-26-2011,175.39
Jan-27-2011,184.45
Jan-28-2011,171.14
Jan-31-2011,169.64
Feb-01-2011,172.11
Feb-02-2011,173.53
Feb-03-2011,173.71
Feb-04-2011,175.93
Feb-07-2011,176.43
Feb-08-2011,183.06
Feb-09-2011,185.30
Feb-10-2011,186.21
Feb-11-2011,189.25
Feb-14-2011,190.42
Feb-15-2011,189.03
Feb-16-2011,186.62
Feb-17-2011,187.76
Feb-18-2011,186.50
Feb-22-2011,180.42
Feb-23-2011,176.68
Feb-24-2011,177.75
Feb-25-2011,177.24
Feb-28-2011,173.29
Mar-01-2011,169.44
Mar-02-2011,172.02
Mar-03-2011,172.79
Mar-04-2011,171.67
Mar-07-2011,169.08
Mar-08-2011,166.89
Mar-09-2011,169.05
Mar-10-2011,166.14
Mar-11-2011,168.07
Mar-14-2011,166.73
Mar-15-2011,165.08
Mar-16-2011,164.70
Mar-17-2011,160.97
Mar-18-2011,161.82
Mar-21-2011,164.53
Mar-22-2011,162.60
Mar-23-2011,165.32
Mar-24-2011,171.10
Mar-25-2011,170.98
Mar-28-2011,169.35
Mar-29-2011,174.62
Mar-30-2011,179.42
Mar-31-2011,180.13
Apr-01-2011,180.13
Apr-04-2011,182.94
Apr-05-2011,185.29
Apr-06-2011,182.76
Apr-07-2011,184.91
Apr-08-2011,184.71
Apr-11-2011,184.04
Apr-12-2011,180.48
Apr-13-2011,182.29
Apr-14-2011,181.82
Apr-15-2011,180.01
Apr-18-2011,178.34
Apr-19-2011,178.82
Apr-20-2011,183.87
Apr-21-2011,185.89
Apr-25-2011,185.42
Apr-26-2011,182.30
Apr-27-2011,196.63
Apr-28-2011,195.07
Apr-29-2011,195.81
May-02-2011,201.19
May-03-2011,198.45
May-04-2011,199.97
May-05-2011,197.11
May-06-2011,197.60
May-09-2011,200.80
May-10-2011,203.94
May-11-2011,204.38
May-12-2011,206.07
May-13-2011,202.56
May-16-2011,192.51
May-17-2011,194.81
May-18-2011,197.09
May-19-2011,198.81
May-20-2011,198.65
May-23-2011,196.22
May-24-2011,193.27
May-25-2011,192.26
May-26-2011,195.00
May-27-2011,194.13
May-31-2011,196.69
Jun-01-2011,192.40
Jun-02-2011,193.65
Jun-03-2011,188.32
Jun-06-2011,185.69
Jun-07-2011,187.55
Jun-08-2011,188.05
Jun-09-2011,189.68
Jun-10-2011,186.53
Jun-13-2011,186.29
Jun-14-2011,189.96
Jun-15-2011,185.98
Jun-16-2011,183.65
Jun-17-2011,186.37
Jun-20-2011,187.72
Jun-21-2011,194.23
Jun-22-2011,191.63
Jun-23-2011,194.16
Jun-24-2011,192.55
Jun-27-2011,201.25
Jun-28-2011,202.35
Jun-29-2011,204.18
Jun-30-2011,204.49
Jul-01-2011,209.49
Jul-05-2011,213.19
Jul-06-2011,214.19
Jul-07-2011,216.74
Jul-08-2011,218.28
Jul-11-2011,212.55
Jul-12-2011,211.23
Jul-13-2011,213.50
Jul-14-2011,210.38
Jul-15-2011,212.87
Jul-18-2011,211.53
Jul-19-2011,218.06
Jul-20-2011,215.55
Jul-21-2011,213.21
Jul-22-2011,216.52
Jul-25-2011,213.49
Jul-26-2011,214.18
Jul-27-2011,222.52
Jul-28-2011,223.90
Jul-29-2011,222.52
Aug-01-2011,221.32
Aug-02-2011,211.70
Aug-03-2011,209.96
Aug-04-2011,201.48
Aug-05-2011,202.70
Aug-08-2011,193.70
Aug-09-2011,205.09
Aug-10-2011,194.13
Aug-11-2011,198.36
Aug-12-2011,202.30
Aug-15-2011,202.95
Aug-16-2011,197.68
Aug-17-2011,195.93
Aug-18-2011,182.52
Aug-19-2011,178.93
Aug-22-2011,177.54
Aug-23-2011,193.55
Aug-24-2011,193.73
Aug-25-2011,192.03
Aug-26-2011,199.27
Aug-29-2011,206.53
Aug-30-2011,210.92
Aug-31-2011,215.23
Sep-01-2011,212.54
Sep-02-2011,210.00
Sep-06-2011,216.18
Sep-07-2011,219.90
Sep-08-2011,217.26
Sep-09-2011,211.39
Sep-12-2011,216.56
Sep-13-2011,219.53
Sep-14-2011,222.57
Sep-15-2011,226.78
Sep-16-2011,239.30
Sep-19-2011,241.69
Sep-20-2011,233.25
Sep-21-2011,231.87
Sep-22-2011,223.23
Sep-23-2011,223.61
Sep-26-2011,229.85
Sep-27-2011,224.21
Sep-28-2011,229.71
Sep-29-2011,222.44
Sep-30-2011,216.23
Oct-03-2011,211.98
Oct-04-2011,212.50
Oct-05-2011,219.50
Oct-06-2011,221.51
Oct-07-2011,224.74
Oct-10-2011,231.32
Oct-11-2011,235.48
Oct-12-2011,236.81
Oct-13-2011,236.15
Oct-14-2011,246.71
Oct-17-2011,242.33
Oct-18-2011,243.88
Oct-19-2011,231.53
Oct-20-2011,233.61
Oct-21-2011,234.78
Oct-24-2011,237.61
Oct-25-2011,227.15
Oct-26-2011,198.40
Oct-27-2011,206.78
Oct-28-2011,217.32
Oct-31-2011,213.51
Nov-01-2011,212.11
Nov-02-2011,215.62
Nov-03-2011,218.29
Nov-04-2011,216.48
Nov-07-2011,217.00
Nov-08-2011,217.99
Nov-09-2011,211.22
Nov-10-2011,210.79
Nov-11-2011,217.39
Nov-14-2011,218.93
Nov-15-2011,217.83
Nov-16-2011,211.99
Nov-17-2011,204.52
Nov-18-2011,197.14
Nov-21-2011,189.25
Nov-22-2011,192.34
Nov-23-2011,188.99
Nov-25-2011,182.40
Nov-28-2011,194.15
Nov-29-2011,188.39
Nov-30-2011,192.29
Dec-01-2011,197.13
Dec-02-2011,196.03
Dec-05-2011,196.24
Dec-06-2011,191.99
Dec-07-2011,195.32
Dec-08-2011,190.48
Dec-09-2011,193.03
Dec-12-2011,189.52
Dec-13-2011,180.51
Dec-14-2011,180.21
Dec-15-2011,181.26
Dec-16-2011,181.26
Dec-19-2011,179.33
Dec-20-2011,182.52
Dec-21-2011,174.35
Dec-22-2011,179.03
Dec-23-2011,177.28
Dec-27-2011,176.27
Dec-28-2011,173.89
Dec-29-2011,173.86
Dec-30-2011,173.10
Jan-03-2012,179.03
Jan-04-2012,177.51
Jan-05-2012,177.61
Jan-06-2012,182.61
Jan-09-2012,178.56
Jan-10-2012,179.34
Jan-11-2012,178.90
Jan-12-2012,175.93
Jan-13-2012,178.42
Jan-17-2012,181.66
Jan-18-2012,189.44
Jan-19-2012,194.45
Jan-20-2012,190.93
Jan-23-2012,186.09
Jan-24-2012,187.00
Jan-25-2012,187.80
Jan-26-2012,193.32
Jan-27-2012,195.37
Jan-30-2012,192.15
Jan-31-2012,194.44
Feb-01-2012,179.46
Feb-02-2012,181.72
Feb-03-2012,187.68
Feb-06-2012,183.14
Feb-07-2012,184.19
Feb-08-2012,185.48
Feb-09-2012,184.98
Feb-10-2012,185.54
Feb-13-2012,191.59
Feb-14-2012,191.30
Feb-15-2012,184.47
Feb-16-2012,179.93
Feb-17-2012,182.50
Feb-21-2012,182.26
Feb-22-2012,180.58
Feb-23-2012,178.89
Feb-24-2012,179.13
Feb-27-2012,178.53
Feb-28-2012,183.80
Feb-29-2012,179.69
Mar-01-2012,180.04
Mar-02-2012,179.30
Mar-05-2012,180.26
Mar-06-2012,181.09
Mar-07-2012,183.77
Mar-08-2012,187.64
Mar-09-2012,184.32
Mar-12-2012,183.39
Mar-13-2012,184.59
Mar-14-2012,182.26
Mar-15-2012,184.43
Mar-16-2012,185.05
Mar-19-2012,185.52
Mar-20-2012,192.33
Mar-21-2012,191.73
Mar-22-2012,192.40
Mar-23-2012,195.04
Mar-26-2012,202.87
Mar-27-2012,205.44
Mar-28-2012,201.16
Mar-29-2012,204.61
Mar-30-2012,202.51
Apr-02-2012,198.05
Apr-03-2012,199.66
Apr-04-2012,193.99
Apr-05-2012,194.39
Apr-09-2012,191.87
Apr-10-2012,186.98
Apr-11-2012,187.97
Apr-12-2012,190.69
Apr-13-2012,188.46
Apr-16-2012,185.50
Apr-17-2012,188.39
Apr-18-2012,191.07
Apr-19-2012,191.10
Apr-20-2012,189.98
Apr-23-2012,188.24
Apr-24-2012,190.33
Apr-25-2012,194.42
Apr-26-2012,195.99
Apr-27-2012,226.85
Apr-30-2012,231.90
May-01-2012,230.04
May-02-2012,230.25
May-03-2012,229.45
May-04-2012,223.99
May-07-2012,225.16
May-08-2012,223.90
May-09-2012,222.98
May-10-2012,226.69
May-11-2012,227.68
May-14-2012,222.93
May-15-2012,224.39
May-16-2012,224.06
May-17-2012,218.36
May-18-2012,213.85
May-21-2012,218.11
May-22-2012,215.33
May-23-2012,217.28
May-24-2012,215.24
May-25-2012,212.89
May-29-2012,214.75
May-30-2012,209.23
May-31-2012,212.91
Jun-01-2012,208.22
Jun-04-2012,214.57
Jun-05-2012,213.21
Jun-06-2012,217.64
Jun-07-2012,218.80
Jun-08-2012,218.48
Jun-11-2012,216.50
Jun-12-2012,216.42
Jun-13-2012,214.73
Jun-14-2012,214.45
Jun-15-2012,218.35
Jun-18-2012,222.66
Jun-19-2012,224.03
Jun-20-2012,223.02
Jun-21-2012,220.58
Jun-22-2012,222.16
Jun-25-2012,220.07
Jun-26-2012,225.61
Jun-27-2012,225.62
Jun-28-2012,221.31
Jun-29-2012,228.35
Jul-02-2012,229.32
Jul-03-2012,229.53
Jul-05-2012,227.06
Jul-06-2012,225.05
Jul-09-2012,225.05
Jul-10-2012,219.50
Jul-11-2012,218.37
Jul-12-2012,215.36
Jul-13-2012,218.39
Jul-16-2012,216.01
Jul-17-2012,216.93
Jul-18-2012,217.47
Jul-19-2012,226.17
Jul-20-2012,228.29
Jul-23-2012,226.01
Jul-24-2012,223.04
Jul-25-2012,217.05
Jul-26-2012,220.01
Jul-27-2012,237.32
Jul-30-2012,236.09
Jul-31-2012,233.30
Aug-01-2012,232.09
Aug-02-2012,230.81
Aug-03-2012,234.97
Aug-06-2012,233.99
Aug-07-2012,236.56
Aug-08-2012,234.38
Aug-09-2012,234.06
Aug-10-2012,232.75
Aug-13-2012,232.44
Aug-14-2012,233.19
Aug-15-2012,237.42
Aug-16-2012,241.55
Aug-17-2012,241.17
Aug-20-2012,240.35
Aug-21-2012,239.45
Aug-22-2012,243.10
Aug-23-2012,241.20
Aug-24-2012,245.74
Aug-27-2012,243.92
Aug-28-2012,246.11
Aug-29-2012,247.12
Aug-30-2012,246.22
Aug-31-2012,248.27
Sep-04-2012,247.88
Sep-05-2012,246.22
Sep-06-2012,251.38
Sep-07-2012,259.14
Sep-10-2012,257.09
Sep-11-2012,255.67
Sep-12-2012,255.63
Sep-13-2012,260.24
Sep-14-2012,261.27
Sep-17-2012,258.00
Sep-18-2012,258.75
Sep-19-2012,261.68
Sep-20-2012,260.81
Sep-21-2012,257.47
Sep-24-2012,254.81
Sep-25-2012,252.46
Sep-26-2012,249.67
Sep-27-2012,256.59
Sep-28-2012,254.32
Oct-01-2012,252.01
Oct-02-2012,250.60
Oct-03-2012,255.92
Oct-04-2012,260.47
Oct-05-2012,258.51
Oct-08-2012,259.06
Oct-09-2012,250.96
Oct-10-2012,244.99
Oct-11-2012,244.22
Oct-12-2012,242.36
Oct-15-2012,244.18
Oct-16-2012,243.94
Oct-17-2012,247.49
Oct-18-2012,244.85
Oct-19-2012,240.00
Oct-22-2012,233.78
Oct-23-2012,234.31
Oct-24-2012,228.49
Oct-25-2012,222.92
Oct-26-2012,238.24
Oct-31-2012,232.89
Nov-01-2012,232.14
Nov-02-2012,232.42
Nov-05-2012,234.33
Nov-06-2012,237.56
Nov-07-2012,232.06
